TimeSliceSorted,Sum of PV,Process,Region
01_SP_01,46.9847327300158,EE-WIND_OFF,O_Nordvest
01_SP_01,94.1919657439315,EE-WIND_OFF_S2,O_Sorvest
01_SP_01,95.5796926793854,EE-WIND_OFF_S3,O_Sorvest
01_SP_01,97.3143513487027,EE-WIND_OFF_S5,O_Sorvest
01_SP_01,121.209274518549,EE-WIND_OFF_S6,O_Sorvest
01_SP_02,46.522784713793,EE-WIND_OFF,O_Nordvest
01_SP_02,93.7162967925936,EE-WIND_OFF_S2,O_Sorvest
01_SP_02,95.0970157140314,EE-WIND_OFF_S3,O_Sorvest
01_SP_02,96.8229143658288,EE-WIND_OFF_S5,O_Sorvest
01_SP_02,120.597168294337,EE-WIND_OFF_S6,O_Sorvest
01_SP_03,46.4488730311974,EE-WIND_OFF,O_Nordvest
01_SP_03,93.4879756959514,EE-WIND_OFF_S2,O_Sorvest
01_SP_03,94.8653307706616,EE-WIND_OFF_S3,O_Sorvest
01_SP_03,96.5870246140493,EE-WIND_OFF_S5,O_Sorvest
01_SP_03,120.303357306715,EE-WIND_OFF_S6,O_Sorvest
01_SP_04,46.3749613486018,EE-WIND_OFF,O_Nordvest
01_SP_04,93.269167978336,EE-WIND_OFF_S2,O_Sorvest
01_SP_04,94.6432993665987,EE-WIND_OFF_S3,O_Sorvest
01_SP_04,96.3609636019272,EE-WIND_OFF_S5,O_Sorvest
01_SP_04,120.021788443577,EE-WIND_OFF_S6,O_Sorvest
01_SP_05,46.3426249874662,EE-WIND_OFF,O_Nordvest
01_SP_05,93.2311144622289,EE-WIND_OFF_S2,O_Sorvest
01_SP_05,94.6046852093704,EE-WIND_OFF_S3,O_Sorvest
01_SP_05,96.3216486432973,EE-WIND_OFF_S5,O_Sorvest
01_SP_05,119.97281994564,EE-WIND_OFF_S6,O_Sorvest
01_SP_06,46.421156150224,EE-WIND_OFF,O_Nordvest
01_SP_06,93.1359806719614,EE-WIND_OFF_S2,O_Sorvest
01_SP_06,94.5081498162996,EE-WIND_OFF_S3,O_Sorvest
01_SP_06,96.2233612467225,EE-WIND_OFF_S5,O_Sorvest
01_SP_06,119.850398700797,EE-WIND_OFF_S6,O_Sorvest
01_SP_07,46.3518639477906,EE-WIND_OFF,O_Nordvest
01_SP_07,93.269167978336,EE-WIND_OFF_S2,O_Sorvest
01_SP_07,94.6432993665987,EE-WIND_OFF_S3,O_Sorvest
01_SP_07,96.3609636019272,EE-WIND_OFF_S5,O_Sorvest
01_SP_07,120.021788443577,EE-WIND_OFF_S6,O_Sorvest
01_SP_08,46.1855626619504,EE-WIND_OFF,O_Nordvest
01_SP_08,93.4499221798444,EE-WIND_OFF_S2,O_Sorvest
01_SP_08,94.8267166134332,EE-WIND_OFF_S3,O_Sorvest
01_SP_08,96.5477096554193,EE-WIND_OFF_S5,O_Sorvest
01_SP_08,120.254388808778,EE-WIND_OFF_S6,O_Sorvest
01_SP_09,46.2363769437349,EE-WIND_OFF,O_Nordvest
01_SP_09,93.659216518433,EE-WIND_OFF_S2,O_Sorvest
