TimeSliceSorted,Sum of PV,Process,Region
01_SP_01,88.7537789270848,EE-WIND_OFF,O_Nordvest
01_SP_01,301.17077354779,EE-WIND_OFF,O_Vestavind1
01_SP_01,218.918488281512,EE-WIND_OFF,O_Vestavind2
01_SP_01,118.173621847244,EE-WIND_OFF_S1,O_Sorvest
01_SP_01,117.739957179914,EE-WIND_OFF_S2,O_Sorvest
01_SP_01,119.474615849232,EE-WIND_OFF_S3,O_Sorvest
01_SP_01,118.173621847244,EE-WIND_OFF_S4,O_Sorvest
01_SP_01,121.642939185878,EE-WIND_OFF_S5,O_Sorvest
01_SP_01,121.209274518549,EE-WIND_OFF_S6,O_Sorvest
01_SP_01,122.510268520537,EE-WIND_OFF_S7,O_Sorvest
01_SP_02,87.8811628723499,EE-WIND_OFF,O_Nordvest
01_SP_02,301.352274616621,EE-WIND_OFF,O_Vestavind1
01_SP_02,220.039767160233,EE-WIND_OFF,O_Vestavind2
01_SP_02,117.576845653691,EE-WIND_OFF_S1,O_Sorvest
01_SP_02,117.145370990742,EE-WIND_OFF_S2,O_Sorvest
01_SP_02,118.871269642539,EE-WIND_OFF_S3,O_Sorvest
01_SP_02,117.576845653691,EE-WIND_OFF_S4,O_Sorvest
01_SP_02,121.028642957286,EE-WIND_OFF_S5,O_Sorvest
01_SP_02,120.597168294337,EE-WIND_OFF_S6,O_Sorvest
01_SP_02,121.891592283185,EE-WIND_OFF_S7,O_Sorvest
01_SP_03,87.7415443035923,EE-WIND_OFF,O_Nordvest
01_SP_03,301.412774972898,EE-WIND_OFF,O_Vestavind1
01_SP_03,221.048918151082,EE-WIND_OFF,O_Vestavind2
01_SP_03,117.290393080786,EE-WIND_OFF_S1,O_Sorvest
01_SP_03,116.859969619939,EE-WIND_OFF_S2,O_Sorvest
01_SP_03,118.581663463327,EE-WIND_OFF_S3,O_Sorvest
01_SP_03,117.290393080786,EE-WIND_OFF_S4,O_Sorvest
01_SP_03,120.733780767562,EE-WIND_OFF_S5,O_Sorvest
01_SP_03,120.303357306715,EE-WIND_OFF_S6,O_Sorvest
01_SP_03,121.594627689255,EE-WIND_OFF_S7,O_Sorvest
01_SP_04,87.6019257348348,EE-WIND_OFF,O_Nordvest
01_SP_04,299.991016600385,EE-WIND_OFF,O_Vestavind1
01_SP_04,221.407727392273,EE-WIND_OFF,O_Vestavind2
01_SP_04,117.015876031752,EE-WIND_OFF_S1,O_Sorvest
01_SP_04,116.58645997292,EE-WIND_OFF_S2,O_Sorvest
01_SP_04,118.304124208248,EE-WIND_OFF_S3,O_Sorvest
01_SP_04,117.015876031752,EE-WIND_OFF_S4,O_Sorvest
01_SP_04,120.451204502409,EE-WIND_OFF_S5,O_Sorvest
01_SP_04,120.021788443577,EE-WIND_OFF_S6,O_Sorvest
