TimeSliceSorted,Sum of PV,Process,Region
01_SP_01,72.7255647111294,EE-WIND_OFF_S6,O_Sorvest
01_SP_02,72.358300976602,EE-WIND_OFF_S6,O_Sorvest
01_SP_03,72.1820143840288,EE-WIND_OFF_S6,O_Sorvest
01_SP_04,72.0130730661461,EE-WIND_OFF_S6,O_Sorvest
01_SP_05,71.9836919673839,EE-WIND_OFF_S6,O_Sorvest
01_SP_06,71.9102392204784,EE-WIND_OFF_S6,O_Sorvest
01_SP_07,72.0130730661461,EE-WIND_OFF_S6,O_Sorvest
01_SP_08,72.1526332852666,EE-WIND_OFF_S6,O_Sorvest
01_SP_09,72.3142293284587,EE-WIND_OFF_S6,O_Sorvest
01_SP_10,72.4831706463413,EE-WIND_OFF_S6,O_Sorvest
01_SP_11,71.8882033964068,EE-WIND_OFF_S6,O_Sorvest
01_SP_12,72.0424541649083,EE-WIND_OFF_S6,O_Sorvest
01_SP_13,72.1526332852666,EE-WIND_OFF_S6,O_Sorvest
01_SP_14,72.2995387790776,EE-WIND_OFF_S6,O_Sorvest
01_SP_15,72.5052064704129,EE-WIND_OFF_S6,O_Sorvest
01_SP_16,72.7696363592727,EE-WIND_OFF_S6,O_Sorvest
01_SP_17,73.041411522823,EE-WIND_OFF_S6,O_Sorvest
01_SP_18,73.0487567975136,EE-WIND_OFF_S6,O_Sorvest
01_SP_19,73.0561020722042,EE-WIND_OFF_S6,O_Sorvest
01_SP_20,72.9973398746798,EE-WIND_OFF_S6,O_Sorvest
01_SP_21,72.9532682265365,EE-WIND_OFF_S6,O_Sorvest
01_SP_22,72.9385776771554,EE-WIND_OFF_S6,O_Sorvest
01_SP_23,73.2030075660151,EE-WIND_OFF_S6,O_Sorvest
01_SP_24,73.2470792141584,EE-WIND_OFF_S6,O_Sorvest
02_SU_01,57.7338590677181,EE-WIND_OFF_S6,O_Sorvest
02_SU_02,57.3665953331907,EE-WIND_OFF_S6,O_Sorvest
02_SU_03,56.9258788517577,EE-WIND_OFF_S6,O_Sorvest
02_SU_04,56.2868399536799,EE-WIND_OFF_S6,O_Sorvest
02_SU_05,55.8901951203902,EE-WIND_OFF_S6,O_Sorvest
02_SU_06,55.6110746821494,EE-WIND_OFF_S6,O_Sorvest
02_SU_07,55.5155861111722,EE-WIND_OFF_S6,O_Sorvest
02_SU_08,55.7212538025076,EE-WIND_OFF_S6,O_Sorvest
02_SU_09,56.1178986357973,EE-WIND_OFF_S6,O_Sorvest
02_SU_10,56.6908300616601,EE-WIND_OFF_S6,O_Sorvest
02_SU_11,55.405406990814,EE-WIND_OFF_S6,O_Sorvest
02_SU_12,56.15462500925,EE-WIND_OFF_S6,O_Sorvest
02_SU_13,56.9552599505199,EE-WIND_OFF_S6,O_Sorvest
02_SU_14,57.8073118146236,EE-WIND_OFF_S6,O_Sorvest
02_SU_15,58.5124581849164,EE-WIND_OFF_S6,O_Sorvest
02_SU_16,59.0633537867076,EE-WIND_OFF_S6,O_Sorvest
02_SU_17,59.3645100490201,EE-WIND_OFF_S6,O_Sorvest
02_SU_18,59.3351289502579,EE-WIND_OFF_S6,O_Sorvest
02_SU_19,58.9017577435155,EE-WIND_OFF_S6,O_Sorvest
02_SU_20,58.3214810429621,EE-WIND_OFF_S6,O_Sorvest
02_SU_21,57.7558948917898,EE-WIND_OFF_S6,O_Sorvest
02_SU_22,57.4473933547867,EE-WIND_OFF_S6,O_Sorvest
02_SU_23,58.1819208238417,EE-WIND_OFF_S6,O_Sorvest
